"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn53182538","README.txt","2","text/plain","3115","3485738","1703080766599","3485738","1705328323133","syn53009474","https://www.synapse.org/#!Synapse:syn53182538.2","57829ebe883dd19b79b8a168262f2469"
"syn53176132","PZ068_rhythmKA.wav","1","audio/wav","11564","3485738","1702905568953","3485738","1702905568953","syn53175914","https://www.synapse.org/#!Synapse:syn53176132.1","e1c5968f819afb3de8f204ab7399efa7"
"syn53175701","PZ090_phonationO.wav","1","audio/wav","23724","3485738","1702904524163","3485738","1702904524163","syn53175548","https://www.synapse.org/#!Synapse:syn53175701.1","2c21e6ef0bba68dbc7ccc12986c0149a"
"syn53175865","PZ079_phonationU.wav","1","audio/wav","27564","3485738","1702904897216","3485738","1702904897216","syn53175731","https://www.synapse.org/#!Synapse:syn53175865.1","1b62f25d705525e7ae1c7f5c1c309420"
"syn53175675","PZ063_phonationO.wav","1","audio/wav","29484","3485738","1702904471628","3485738","1702904471628","syn53175548","https://www.synapse.org/#!Synapse:syn53175675.1","af5e44c4a76a36b632a45c82ce5f0527"
"syn53175876","PZ090_phonationU.wav","1","audio/wav","32684","3485738","1702904918829","3485738","1702904918829","syn53175731","https://www.synapse.org/#!Synapse:syn53175876.1","8e9973e451b6cc59912e01aa5749e13b"
"syn53175479","PZ063_phonationI.wav","1","audio/wav","33324","3485738","1702903926840","3485738","1702903926840","syn53175354","https://www.synapse.org/#!Synapse:syn53175479.1","d7ee75123d8ba2ef62ad282675ffce5e"
"syn53175303","PZ079_phonationE.wav","1","audio/wav","33964","3485738","1702903303304","3485738","1702903303304","syn53175169","https://www.synapse.org/#!Synapse:syn53175303.1","3c0a782466770e3aea2fdacffea3fbb8"
"syn53175314","PZ090_phonationE.wav","1","audio/wav","34604","3485738","1702903325780","3485738","1702903325780","syn53175169","https://www.synapse.org/#!Synapse:syn53175314.1","72379d57f5e9cc04153aae50251f44aa"
"syn53175275","PZ051_phonationE.wav","1","audio/wav","35884","3485738","1702903245769","3485738","1702903245769","syn53175169","https://www.synapse.org/#!Synapse:syn53175275.1","519400c1e676dd414b92ae495a8ffd46"
"syn53175690","PZ079_phonationO.wav","1","audio/wav","35884","3485738","1702904501596","3485738","1702904501596","syn53175548","https://www.synapse.org/#!Synapse:syn53175690.1","94fd1ef5e4452b6a3abaa41deaf275e6"
"syn53175630","PZ020_phonationO.wav","1","audio/wav","36524","3485738","1702904386551","3485738","1702904386551","syn53175548","https://www.synapse.org/#!Synapse:syn53175630.1","0d9e8cadae39bb7a32170900378da81f"
"syn53175226","CT069_phonationE.wav","1","audio/wav","37164","3485738","1702903145756","3485738","1702903145756","syn53175169","https://www.synapse.org/#!Synapse:syn53175226.1","2501a68abe183fb8aac061e1146a2a6d"
"syn53175246","PZ020_phonationE.wav","1","audio/wav","37804","3485738","1702903187699","3485738","1702903187699","syn53175169","https://www.synapse.org/#!Synapse:syn53175246.1","849de8cd93f9bd7015c6ec4421e01169"
"syn53176520","PZ090_rhythmPA.wav","1","audio/wav","38444","3485738","1702906113834","3485738","1702906113834","syn53176264","https://www.synapse.org/#!Synapse:syn53176520.1","c117b863aa74dda91e6d409f49c5ca05"
"syn53175796","PZ008_phonationU.wav","1","audio/wav","39724","3485738","1702904756731","3485738","1702904756731","syn53175731","https://www.synapse.org/#!Synapse:syn53175796.1","aa40cc6b8f802e65e574213f7b092a43"
"syn53175288","PZ063_phonationE.wav","1","audio/wav","40364","3485738","1702903273921","3485738","1702903273921","syn53175169","https://www.synapse.org/#!Synapse:syn53175288.1","20e7019eae5d2e273c64b34d5c964f6a"
"syn53175506","PZ090_phonationI.wav","1","audio/wav","40364","3485738","1702903980505","3485738","1702903980505","syn53175354","https://www.synapse.org/#!Synapse:syn53175506.1","bbe1a0fbbc0ea600f8fcab5ed5d50ddb"
"syn53175608","CT069_phonationO.wav","1","audio/wav","41004","3485738","1702904344082","3485738","1702904344082","syn53175548","https://www.synapse.org/#!Synapse:syn53175608.1","e5bbd176a4596676ecaab9f277401591"
"syn53175708","PZ097_phonationO.wav","1","audio/wav","41644","3485738","1702904537774","3485738","1702904537774","syn53175548","https://www.synapse.org/#!Synapse:syn53175708.1","42cdd1edb12ddb16e6b5ffe3cb754e47"
"syn53175788","CT069_phonationU.wav","1","audio/wav","42284","3485738","1702904741220","3485738","1702904741220","syn53175731","https://www.synapse.org/#!Synapse:syn53175788.1","1519d372abf8070d0bfea0751d2f2fcf"
"syn53175809","PZ020_phonationU.wav","1","audio/wav","42284","3485738","1702904783650","3485738","1702904783650","syn53175731","https://www.synapse.org/#!Synapse:syn53175809.1","04d051dd7de54622fc8174d307066310"
"syn53176176","PZ090_rhythmKA.wav","1","audio/wav","42924","3485738","1702905608163","3485738","1702905608163","syn53175914","https://www.synapse.org/#!Synapse:syn53176176.1","e193736f6cbde20155b64583c1c48675"
"syn53175294","PZ068_phonationE.wav","1","audio/wav","43564","3485738","1702903285160","3485738","1702903285160","syn53175169","https://www.synapse.org/#!Synapse:syn53175294.1","b2b590418e5ccfbe59c1ac9fc4e110ca"
"syn53175615","PZ008_phonationO.wav","1","audio/wav","43564","3485738","1702904359569","3485738","1702904359569","syn53175548","https://www.synapse.org/#!Synapse:syn53175615.1","2f2c192652c4dc1a26bc617f47b137e0"
"syn53175420","PZ008_phonationI.wav","1","audio/wav","44204","3485738","1702903806587","3485738","1702903806587","syn53175354","https://www.synapse.org/#!Synapse:syn53175420.1","4e5259434df931f510e2c74fefb924c2"
"syn53175465","PZ051_phonationI.wav","1","audio/wav","45484","3485738","1702903897389","3485738","1702903897389","syn53175354","https://www.synapse.org/#!Synapse:syn53175465.1","272b00a4b3d6f4f110606596c21dbe00"
"syn53175411","CT069_phonationI.wav","1","audio/wav","46124","3485738","1702903790272","3485738","1702903790272","syn53175354","https://www.synapse.org/#!Synapse:syn53175411.1","d4b49da02590bac700b05f24129e6ee1"
"syn53175886","PZ101_phonationU.wav","1","audio/wav","46124","3485738","1702904941818","3485738","1702904941818","syn53175731","https://www.synapse.org/#!Synapse:syn53175886.1","661707d0735a42355e9e22e6b284309c"
"syn53175513","PZ097_phonationI.wav","1","audio/wav","46764","3485738","1702903994613","3485738","1702903994613","syn53175354","https://www.synapse.org/#!Synapse:syn53175513.1","a263382ee427e1fc61c9bf9e63d1a311"
"syn53175040","CT064_phonationA.wav","1","audio/wav","48044","3485738","1702902661641","3485738","1702902661641","syn53174987","https://www.synapse.org/#!Synapse:syn53175040.1","013b8aab116aa9fa69ca4b54b49eaf99"
"syn53176893","PZ068_rhythmTA.wav","1","audio/wav","48684","3485738","1702906932753","3485738","1702906932753","syn53176762","https://www.synapse.org/#!Synapse:syn53176893.1","c5099461af59f4783d14dcc36a89d079"
"syn53175233","PZ008_phonationE.wav","1","audio/wav","49324","3485738","1702903160692","3485738","1702903160692","syn53175169","https://www.synapse.org/#!Synapse:syn53175233.1","fc19c91934b274cbb0019143aa2dc00a"
"syn53175494","PZ079_phonationI.wav","1","audio/wav","49964","3485738","1702903957336","3485738","1702903957336","syn53175354","https://www.synapse.org/#!Synapse:syn53175494.1","4b6bc0aa2c16b8618903385dcea32fc9"
"syn53176119","PZ063_rhythmKA.wav","1","audio/wav","49964","3485738","1702905558262","3485738","1702905558262","syn53175914","https://www.synapse.org/#!Synapse:syn53176119.1","11d3b14a9d55b2e25559c56d4f9ea621"
"syn53175798","PZ010_phonationU.wav","1","audio/wav","50604","3485738","1702904760931","3485738","1702904760931","syn53175731","https://www.synapse.org/#!Synapse:syn53175798.1","0d959258d3db13d5a6c89500cc5f2057"
"syn53176829","CT069_rhythmTA.wav","1","audio/wav","53164","3485738","1702906781613","3485738","1702906781613","syn53176762","https://www.synapse.org/#!Synapse:syn53176829.1","e58bcbae6f2f496baa3d6870dd3a7353"
"syn53175068","PZ020_phonationA.wav","1","audio/wav","54444","3485738","1702902714449","3485738","1702902714449","syn53174987","https://www.synapse.org/#!Synapse:syn53175068.1","0b7be1590b646469be7cd8fb0535fce1"
"syn53175321","PZ097_phonationE.wav","1","audio/wav","55084","3485738","1702903339463","3485738","1702903339463","syn53175169","https://www.synapse.org/#!Synapse:syn53175321.1","e4fdc8e050e723f2817f91cdceac7745"
"syn53175931","CT029_rhythmKA.wav","1","audio/wav","55084","3485738","1702905350200","3485738","1702905350200","syn53175914","https://www.synapse.org/#!Synapse:syn53175931.1","0f35bb6a995bd56311cef1db58135379"
"syn53175850","PZ063_phonationU.wav","1","audio/wav","55724","3485738","1702904868860","3485738","1702904868860","syn53175731","https://www.synapse.org/#!Synapse:syn53175850.1","f577bfeb0ce2f70641a6d768830c4491"
"syn53175680","PZ068_phonationO.wav","1","audio/wav","56364","3485738","1702904482528","3485738","1702904482528","syn53175548","https://www.synapse.org/#!Synapse:syn53175680.1","6be292dd65b9b9390cc611956c93956b"
"syn53175856","PZ068_phonationU.wav","1","audio/wav","56364","3485738","1702904879694","3485738","1702904879694","syn53175731","https://www.synapse.org/#!Synapse:syn53175856.1","cbb20d0223b12013384b47dd2ffd49b4"
"syn53175293","PZ067_phonationE.wav","1","audio/wav","57004","3485738","1702903282935","3485738","1702903282935","syn53175169","https://www.synapse.org/#!Synapse:syn53175293.1","12b7aae335e3a963bd66e7feeeacc575"
"syn53175855","PZ067_phonationU.wav","1","audio/wav","57004","3485738","1702904877690","3485738","1702904877690","syn53175731","https://www.synapse.org/#!Synapse:syn53175855.1","b57f348351263a7a7c7c854eccf7f8c5"
"syn53175837","PZ051_phonationU.wav","1","audio/wav","57644","3485738","1702904841328","3485738","1702904841328","syn53175731","https://www.synapse.org/#!Synapse:syn53175837.1","5cfbdbb29e276ddcaaeeb59c66681dc4"
"syn53175115","PZ067_phonationA.wav","1","audio/wav","58284","3485738","1702902805805","3485738","1702902805805","syn53174987","https://www.synapse.org/#!Synapse:syn53175115.1","1514903c7ce5bee6e29298b8bb89dfb4"
"syn53175137","PZ090_phonationA.wav","1","audio/wav","58284","3485738","1702902846569","3485738","1702902846569","syn53174987","https://www.synapse.org/#!Synapse:syn53175137.1","29f2adcfe0515695976c0747575b8f17"
"syn53175484","PZ068_phonationI.wav","1","audio/wav","58284","3485738","1702903938676","3485738","1702903938676","syn53175354","https://www.synapse.org/#!Synapse:syn53175484.1","acc94e4ebcbbbfb4e7a990bd1e43593c"
"syn53175211","CT056_phonationE.wav","1","audio/wav","58924","3485738","1702903116282","3485738","1702903116282","syn53175169","https://www.synapse.org/#!Synapse:syn53175211.1","f0b1c6a52e82a871039438ecd4decf01"
"syn53175679","PZ067_phonationO.wav","1","audio/wav","58924","3485738","1702904480362","3485738","1702904480362","syn53175548","https://www.synapse.org/#!Synapse:syn53175679.1","6cf1c234404885623f552b3ed3905e14"
"syn53176921","PZ101_rhythmTA.wav","1","audio/wav","58924","3485738","1702906999323","3485738","1702906999323","syn53176762","https://www.synapse.org/#!Synapse:syn53176921.1","4e1d1b4084c286e0a79a0686641bf8a8"
"syn53175098","PZ051_phonationA.wav","1","audio/wav","59564","3485738","1702902770003","3485738","1702902770003","syn53174987","https://www.synapse.org/#!Synapse:syn53175098.1","47445fcd95236bd93dd306957df0babb"
"syn53175434","PZ020_phonationI.wav","1","audio/wav","59564","3485738","1702903834948","3485738","1702903834948","syn53175354","https://www.synapse.org/#!Synapse:syn53175434.1","aa1d32632dbec76f372d37d0089b7365"
"syn53175661","PZ051_phonationO.wav","1","audio/wav","59564","3485738","1702904443524","3485738","1702904443524","syn53175548","https://www.synapse.org/#!Synapse:syn53175661.1","b7b329fc3f92a982aeca2ba1e0b16ecb"
"syn53175618","PZ010_phonationO.wav","1","audio/wav","60204","3485738","1702904363850","3485738","1702904363850","syn53175548","https://www.synapse.org/#!Synapse:syn53175618.1","3e3c54fc9282c2a7f9c20973d099f409"
"syn53175969","CT069_rhythmKA.wav","1","audio/wav","60844","3485738","1702905430533","3485738","1702905430533","syn53175914","https://www.synapse.org/#!Synapse:syn53175969.1","bf330bff94168d18163be17ffb16d198"
"syn53176206","PZ107_rhythmKA.wav","1","audio/wav","61484","3485738","1702905641041","3485738","1702905641041","syn53175914","https://www.synapse.org/#!Synapse:syn53176206.1","8dd441cd0d740700a9099866a15acc9c"
"syn53176340","CT069_rhythmPA.wav","1","audio/wav","61484","3485738","1702905933412","3485738","1702905933412","syn53176264","https://www.synapse.org/#!Synapse:syn53176340.1","0dd5dd036b49be3cd7197ecbc38827ba"
"syn53175897","PZ112_phonationU.wav","1","audio/wav","63404","3485738","1702904964257","3485738","1702904964257","syn53175731","https://www.synapse.org/#!Synapse:syn53175897.1","116aa285f0b4ecce20ce978cbaa0fed8"
"syn53175309","PZ084_phonationE.wav","1","audio/wav","64044","3485738","1702903314752","3485738","1702903314752","syn53175169","https://www.synapse.org/#!Synapse:syn53175309.1","4e0b3ec92ce3ab35c8982d8018a19244"
"syn53176471","PZ063_rhythmPA.wav","1","audio/wav","64044","3485738","1702906060502","3485738","1702906060502","syn53176264","https://www.synapse.org/#!Synapse:syn53176471.1","e13801579ea5a2f2c7b74459177f8ebc"
"syn53176911","PZ090_rhythmTA.wav","1","audio/wav","64044","3485738","1702906976308","3485738","1702906976308","syn53176762","https://www.synapse.org/#!Synapse:syn53176911.1","74c7efd4dc1a79ea46eda04e99fde10d"
"syn53176544","PZ101_rhythmPA.wav","1","audio/wav","64684","3485738","1702906136434","3485738","1702906136434","syn53176264","https://www.synapse.org/#!Synapse:syn53176544.1","4e062763c4021e60b5b7f7373fec62ef"
"syn53176926","PZ107_rhythmTA.wav","1","audio/wav","65324","3485738","1702907010973","3485738","1702907010973","syn53176762","https://www.synapse.org/#!Synapse:syn53176926.1","364324a2faeb78b0207882c068975d54"
"syn53175054","PZ008_phonationA.wav","1","audio/wav","65964","3485738","1702902688082","3485738","1702902688082","syn53174987","https://www.synapse.org/#!Synapse:syn53175054.1","8d64e4f4639f4ae00e43ea5f6c830b56"
"syn53175724","PZ112_phonationO.wav","1","audio/wav","66604","3485738","1702904569102","3485738","1702904569102","syn53175548","https://www.synapse.org/#!Synapse:syn53175724.1","74d05ad317086ca47676c363e3d5bca2"
"syn53176168","PZ087_rhythmKA.wav","1","audio/wav","66604","3485738","1702905601419","3485738","1702905601419","syn53175914","https://www.synapse.org/#!Synapse:syn53176168.1","1a4fa3707bbbfca5056dcf5f2eee1269"
"syn53176198","PZ101_rhythmKA.wav","1","audio/wav","66604","3485738","1702905630402","3485738","1702905630402","syn53175914","https://www.synapse.org/#!Synapse:syn53176198.1","13cbf5e6ddbd64da92dc23a78d393c92"
"syn53175045","CT069_phonationA.wav","1","audio/wav","67244","3485738","1702902673010","3485738","1702902673010","syn53174987","https://www.synapse.org/#!Synapse:syn53175045.1","5d860e00dd456563454190d07b730b4d"
"syn53175025","CT050_phonationA.wav","1","audio/wav","67884","3485738","1702902631746","3485738","1702902631746","syn53174987","https://www.synapse.org/#!Synapse:syn53175025.1","5f7c9a3ec4c3a83ae323fc3cc44f9a8a"
"syn53175112","PZ064_phonationA.wav","1","audio/wav","67884","3485738","1702902799418","3485738","1702902799418","syn53174987","https://www.synapse.org/#!Synapse:syn53175112.1","5f7c9a3ec4c3a83ae323fc3cc44f9a8a"
"syn53175138","PZ091_phonationA.wav","1","audio/wav","67884","3485738","1702902848567","3485738","1702902848567","syn53174987","https://www.synapse.org/#!Synapse:syn53175138.1","5f7c9a3ec4c3a83ae323fc3cc44f9a8a"
"syn53175311","PZ087_phonationE.wav","1","audio/wav","68524","3485738","1702903319213","3485738","1702903319213","syn53175169","https://www.synapse.org/#!Synapse:syn53175311.1","f9c9ca57fa8d383b1e180189bf5c8294"
"syn53175111","PZ063_phonationA.wav","1","audio/wav","69164","3485738","1702902797415","3485738","1702902797415","syn53174987","https://www.synapse.org/#!Synapse:syn53175111.1","863ca852108ed652f926d0b32adc6643"
"syn53175131","PZ084_phonationA.wav","1","audio/wav","69164","3485738","1702902835919","3485738","1702902835919","syn53174987","https://www.synapse.org/#!Synapse:syn53175131.1","541ec3eb63ef4ab87b2a3a58b0cdcde4"
"syn53176219","PZ112_rhythmKA.wav","1","audio/wav","69164","3485738","1702905653483","3485738","1702905653483","syn53175914","https://www.synapse.org/#!Synapse:syn53176219.1","0d54a9a941e22c7e5f7f27f8383d7929"
"syn53175187","CT029_phonationE.wav","1","audio/wav","70444","3485738","1702903065796","3485738","1702903065796","syn53175169","https://www.synapse.org/#!Synapse:syn53175187.1","b66fca4a010e11946b8df98b64b93cc2"
"syn53175712","PZ101_phonationO.wav","1","audio/wav","70444","3485738","1702904546708","3485738","1702904546708","syn53175548","https://www.synapse.org/#!Synapse:syn53175712.1","45373ca8efecee3d897321931607cb0c"
"syn53176838","PZ008_rhythmTA.wav","1","audio/wav","70444","3485738","1702906797535","3485738","1702906797535","syn53176762","https://www.synapse.org/#!Synapse:syn53176838.1","ebd4813fa0062c802bb59af510c7d940"
"syn53176908","PZ087_rhythmTA.wav","1","audio/wav","71084","3485738","1702906969380","3485738","1702906969380","syn53176762","https://www.synapse.org/#!Synapse:syn53176908.1","d85e18b436d473029b7e1ded26923464"
"syn53174995","CT014_phonationA.wav","1","audio/wav","71084","3485738","1702902573294","3485738","1702902573294","syn53174987","https://www.synapse.org/#!Synapse:syn53174995.1","ca300830f295f1f1f6900298d8837f0d"
"syn53175116","PZ068_phonationA.wav","1","audio/wav","71084","3485738","1702902807844","3485738","1702902807844","syn53174987","https://www.synapse.org/#!Synapse:syn53175116.1","c601d6aa80df48982e66ca70d8d2591f"
"syn53175125","PZ079_phonationA.wav","1","audio/wav","71724","3485738","1702902825122","3485738","1702902825122","syn53174987","https://www.synapse.org/#!Synapse:syn53175125.1","dcba4f343155aaaf9d3c6858cb84dc06"
"syn53175750","CT029_phonationU.wav","1","audio/wav","71724","3485738","1702904659389","3485738","1702904659389","syn53175731","https://www.synapse.org/#!Synapse:syn53175750.1","f2a4e3d0d7975c673113a6441c115304"
"syn53175824","PZ035_phonationU.wav","1","audio/wav","71724","3485738","1702904814674","3485738","1702904814674","syn53175731","https://www.synapse.org/#!Synapse:syn53175824.1","51823d89eed3228512c482fd60cc8a78"
"syn53176780","CT029_rhythmTA.wav","1","audio/wav","71724","3485738","1702906696327","3485738","1702906696327","syn53176762","https://www.synapse.org/#!Synapse:syn53176780.1","3a54e6fb54cf3ea19c7bfea5b63aebfd"
"syn53175396","CT056_phonationI.wav","1","audio/wav","72364","3485738","1702903758647","3485738","1702903758647","syn53175354","https://www.synapse.org/#!Synapse:syn53175396.1","89ed8e2708b1cf3330e69195ba9b27e4"
"syn53175422","PZ010_phonationI.wav","1","audio/wav","72364","3485738","1702903811317","3485738","1702903811317","syn53175354","https://www.synapse.org/#!Synapse:syn53175422.1","63943b82e61b3b868468fb21f155230b"
"syn53176557","PZ107_rhythmPA.wav","1","audio/wav","72364","3485738","1702906147718","3485738","1702906147718","syn53176264","https://www.synapse.org/#!Synapse:syn53176557.1","32f25565239436c63578d23e6ff84423"
"syn53176569","PZ112_rhythmPA.wav","1","audio/wav","72364","3485738","1702906159327","3485738","1702906159327","syn53176264","https://www.synapse.org/#!Synapse:syn53176569.1","7cc82ca88c27e9beb0585843d10fd525"
"syn53175518","PZ101_phonationI.wav","1","audio/wav","73004","3485738","1702904004241","3485738","1702904004241","syn53175354","https://www.synapse.org/#!Synapse:syn53175518.1","39b0b4fb7681c938ea662abaf22a34b7"
"syn53175530","PZ112_phonationI.wav","1","audio/wav","74924","3485738","1702904028328","3485738","1702904028328","syn53175354","https://www.synapse.org/#!Synapse:syn53175530.1","82bac3c29b199e0f2f3e1adb13a8dbe2"
"syn53175337","PZ112_phonationE.wav","1","audio/wav","75564","3485738","1702903371353","3485738","1702903371353","syn53175169","https://www.synapse.org/#!Synapse:syn53175337.1","a4542d6975040c91df77d1007cf41878"
"syn53175647","PZ035_phonationO.wav","1","audio/wav","75564","3485738","1702904418073","3485738","1702904418073","syn53175548","https://www.synapse.org/#!Synapse:syn53175647.1","9dd8f1aa1c39ad076f7dbc21597f76c5"
"syn53176901","PZ079_rhythmTA.wav","1","audio/wav","75564","3485738","1702906951457","3485738","1702906951457","syn53176762","https://www.synapse.org/#!Synapse:syn53176901.1","10ebfe3959f810e2942dd1b522196a38"
"syn53176535","PZ097_rhythmPA.wav","1","audio/wav","76204","3485738","1702906127850","3485738","1702906127850","syn53176264","https://www.synapse.org/#!Synapse:syn53176535.1","8b640691ced514724306b4630a593d89"
"syn53175450","PZ035_phonationI.wav","1","audio/wav","77484","3485738","1702903868798","3485738","1702903868798","syn53175354","https://www.synapse.org/#!Synapse:syn53175450.1","dd5256003a96114fe369e9850494f6c5"
"syn53175795","PZ007_phonationU.wav","1","audio/wav","77484","3485738","1702904754541","3485738","1702904754541","syn53175731","https://www.synapse.org/#!Synapse:syn53175795.1","160504b7bd78013973af6c6daba44f11"
"syn53175882","PZ097_phonationU.wav","1","audio/wav","77484","3485738","1702904932552","3485738","1702904932552","syn53175731","https://www.synapse.org/#!Synapse:syn53175882.1","62fdd8ddbe48560c19e2a457d59e71ac"
"syn53176915","PZ095_rhythmTA.wav","1","audio/wav","77484","3485738","1702906985580","3485738","1702906985580","syn53176762","https://www.synapse.org/#!Synapse:syn53176915.1","1d41ea9886ffd483da80b464af208d36"
"syn53175483","PZ067_phonationI.wav","1","audio/wav","78124","3485738","1702903936391","3485738","1702903936391","syn53175354","https://www.synapse.org/#!Synapse:syn53175483.1","6a11d6454988b90b9073415169b13c4b"
"syn53175697","PZ087_phonationO.wav","1","audio/wav","78124","3485738","1702904517750","3485738","1702904517750","syn53175548","https://www.synapse.org/#!Synapse:syn53175697.1","b936e53d1f92b7fbef7e552308d10ccb"
"syn53175031","CT056_phonationA.wav","1","audio/wav","79404","3485738","1702902644682","3485738","1702902644682","syn53174987","https://www.synapse.org/#!Synapse:syn53175031.1","17826b1931fdc17ff4a083245b101b61"
"syn53175389","CT050_phonationI.wav","1","audio/wav","80684","3485738","1702903744494","3485738","1702903744494","syn53175354","https://www.synapse.org/#!Synapse:syn53175389.1","d965670caa4d27b7aa7c4b71335d4768"
"syn53175507","PZ091_phonationI.wav","1","audio/wav","80684","3485738","1702903982811","3485738","1702903982811","syn53175354","https://www.synapse.org/#!Synapse:syn53175507.1","d965670caa4d27b7aa7c4b71335d4768"
"syn53175204","CT050_phonationE.wav","1","audio/wav","81324","3485738","1702903102778","3485738","1702903102778","syn53175169","https://www.synapse.org/#!Synapse:syn53175204.1","026d5088274d229e9dcc54de8bedf00f"
"syn53175315","PZ091_phonationE.wav","1","audio/wav","81324","3485738","1702903328017","3485738","1702903328017","syn53175169","https://www.synapse.org/#!Synapse:syn53175315.1","026d5088274d229e9dcc54de8bedf00f"
"syn53175262","PZ035_phonationE.wav","1","audio/wav","82604","3485738","1702903218953","3485738","1702903218953","syn53175169","https://www.synapse.org/#!Synapse:syn53175262.1","ed7a242ef57f3ec5f3aecb59307399ab"
"syn53175174","CT014_phonationE.wav","1","audio/wav","83244","3485738","1702903040794","3485738","1702903040794","syn53175169","https://www.synapse.org/#!Synapse:syn53175174.1","0070ec744ffc09f201b5cd88cd6a3d6b"
"syn53175553","CT014_phonationO.wav","1","audio/wav","83244","3485738","1702904239875","3485738","1702904239875","syn53175548","https://www.synapse.org/#!Synapse:syn53175553.1","0e44dfc69457b2786044657aecade23a"
"syn53175566","CT029_phonationO.wav","1","audio/wav","83884","3485738","1702904263810","3485738","1702904263810","syn53175548","https://www.synapse.org/#!Synapse:syn53175566.1","46adafbdfa70630006edc6f2393b4904"
"syn53175219","CT064_phonationE.wav","1","audio/wav","84524","3485738","1702903133612","3485738","1702903133612","syn53175169","https://www.synapse.org/#!Synapse:syn53175219.1","f13a60e815c5e9d70f8ff3d4be502884"
"syn53176480","PZ068_rhythmPA.wav","1","audio/wav","84524","3485738","1702906071596","3485738","1702906071596","syn53176264","https://www.synapse.org/#!Synapse:syn53176480.1","5116c37d22045339146bbec156be89b2"
"syn53176498","PZ079_rhythmPA.wav","1","audio/wav","85164","3485738","1702906089374","3485738","1702906089374","syn53176264","https://www.synapse.org/#!Synapse:syn53176498.1","2fe4a99fe6bda61d8895ee8022290312"
"syn53175872","PZ087_phonationU.wav","1","audio/wav","85804","3485738","1702904912217","3485738","1702904912217","syn53175731","https://www.synapse.org/#!Synapse:syn53175872.1","adf03e1c01c2659563460f3463e4e4f3"
"syn53176931","PZ112_rhythmTA.wav","1","audio/wav","85804","3485738","1702907022401","3485738","1702907022401","syn53176762","https://www.synapse.org/#!Synapse:syn53176931.1","51d651d756bbbbe97cb8233f9fe34ce1"
"syn53175143","PZ097_phonationA.wav","1","audio/wav","86444","3485738","1702902859169","3485738","1702902859169","syn53174987","https://www.synapse.org/#!Synapse:syn53175143.1","cb0cee80e470d7c37a2b4500b1cd97bf"
"syn53175359","CT014_phonationI.wav","1","audio/wav","86444","3485738","1702903678705","3485738","1702903678705","syn53175354","https://www.synapse.org/#!Synapse:syn53175359.1","bd089a2f5975eb8ea3a097073f238d7e"
"syn53175585","CT050_phonationO.wav","1","audio/wav","86444","3485738","1702904300414","3485738","1702904300414","syn53175548","https://www.synapse.org/#!Synapse:syn53175585.1","f8004f2e0a82dadc861f1dec9eca7698"
"syn53175703","PZ091_phonationO.wav","1","audio/wav","86444","3485738","1702904526577","3485738","1702904526577","syn53175548","https://www.synapse.org/#!Synapse:syn53175703.1","f8004f2e0a82dadc861f1dec9eca7698"
"syn53175966","CT066_rhythmKA.wav","1","audio/wav","86444","3485738","1702905423439","3485738","1702905423439","syn53175914","https://www.synapse.org/#!Synapse:syn53175966.1","1a7e199ab5be84a2b16f2fc25216e091"
"syn53175133","PZ087_phonationA.wav","1","audio/wav","87084","3485738","1702902840219","3485738","1702902840219","syn53174987","https://www.synapse.org/#!Synapse:syn53175133.1","334f6ecd2b073410ffc8c1b86c847495"
"syn53175601","CT064_phonationO.wav","1","audio/wav","87084","3485738","1702904332532","3485738","1702904332532","syn53175548","https://www.synapse.org/#!Synapse:syn53175601.1","6d5c480c4d4a6ba8cec13ca682d0e09f"
"syn53176058","PZ035_rhythmKA.wav","1","audio/wav","87084","3485738","1702905504257","3485738","1702905504257","syn53175914","https://www.synapse.org/#!Synapse:syn53176058.1","49a5c27c0b7d79e267d2230f4e606748"
"syn53175007","CT029_phonationA.wav","1","audio/wav","87724","3485738","1702902596765","3485738","1702902596765","syn53174987","https://www.synapse.org/#!Synapse:syn53175007.1","32a567d0f4eb2e2c88efc52b2431772f"
"syn53176416","PZ035_rhythmPA.wav","1","audio/wav","87724","3485738","1702906007593","3485738","1702906007593","syn53176264","https://www.synapse.org/#!Synapse:syn53176416.1","7e426e33a239f3f596d528057a5c22e5"
"syn53175232","PZ007_phonationE.wav","1","audio/wav","88364","3485738","1702903158475","3485738","1702903158475","syn53175169","https://www.synapse.org/#!Synapse:syn53175232.1","9bd61737b8440a8b0bf74a607b9ed99a"
"syn53175826","PZ037_phonationU.wav","1","audio/wav","88364","3485738","1702904818801","3485738","1702904818801","syn53175731","https://www.synapse.org/#!Synapse:syn53175826.1","65c27bfe5b825d23b932068c60a59969"
"syn53175503","PZ087_phonationI.wav","1","audio/wav","89004","3485738","1702903973783","3485738","1702903973783","syn53175354","https://www.synapse.org/#!Synapse:syn53175503.1","11909cfc44eebfe9ef63d0f1e98043e4"
"syn53175737","CT014_phonationU.wav","1","audio/wav","89004","3485738","1702904634682","3485738","1702904634682","syn53175731","https://www.synapse.org/#!Synapse:syn53175737.1","313cb21b5ac03ec1edee576a74b9bc76"
